chemin,pseudo_label,confiance_min
../data/mri_dataset_brain_cancer_oc/sans_label/5ecb0070-73d9-4e69-b95b-270db8ae3c2c.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/f586d603-9443-482c-9953-929dbccb173a.jpg,cancer,0.803532172150925
../data/mri_dataset_brain_cancer_oc/sans_label/ca2e8fcd-c573-4d34-b92c-3ea6c0e3e8f5.jpg,cancer,0.806
../data/mri_dataset_brain_cancer_oc/sans_label/2439ba57-aa49-4cab-8b55-b20309852f4d.jpg,cancer,0.766
../data/mri_dataset_brain_cancer_oc/sans_label/67e3f880-94e9-42cc-bb99-5bba6b4bffcd.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/e25854ec-d42e-4d75-b225-3ffbba81bd9e.jpg,cancer,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/1cee76e0-5ad8-4ae2-be33-b5779fc7ca5b.jpg,normal,0.782
../data/mri_dataset_brain_cancer_oc/sans_label/f19d1ab2-b3ec-439b-8b5b-2b455aee74ae.jpg,normal,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/2437d69e-8b9e-41e8-ac0f-06b1b9595cd3.jpg,cancer,0.7075424885690115
../data/mri_dataset_brain_cancer_oc/sans_label/56f43b5b-e894-4a26-9117-e12b45937248.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/8a3db00b-8e54-41d5-8e58-d4c709f586bf.jpg,cancer,0.7142739948742467
../data/mri_dataset_brain_cancer_oc/sans_label/156ff8c8-8941-4692-8d13-a6e19a755277.jpg,cancer,0.822
../data/mri_dataset_brain_cancer_oc/sans_label/61d095a1-9a77-44d3-8262-f1f421a4c5ad.jpg,cancer,0.838
../data/mri_dataset_brain_cancer_oc/sans_label/43dbbbbc-4970-46ef-8f45-20aec836e19a.jpg,cancer,0.834
../data/mri_dataset_brain_cancer_oc/sans_label/aea301ef-d59d-4843-a30d-05090edb163a.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/67236d73-599f-4892-962a-dce0a9385dfa.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/6387d2ce-33c0-48d1-90f4-720f19382f62.jpg,normal,0.894
../data/mri_dataset_brain_cancer_oc/sans_label/99d4192d-8f01-4d1c-8447-1e848d1322c0.jpg,cancer,0.75
../data/mri_dataset_brain_cancer_oc/sans_label/097aeae8-d3da-4201-ac6c-fb697ee9df68.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/ffae953a-1429-4a56-a258-7c4c0160a117.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/17435d59-0819-4e99-b85a-435e13079291.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/a24e6a4f-5dca-498f-9329-1e6cfe84b131.jpg,normal,0.738
../data/mri_dataset_brain_cancer_oc/sans_label/531d1c0c-a400-41ea-b3a0-d73f59885416.jpg,cancer,0.7604863089856045
../data/mri_dataset_brain_cancer_oc/sans_label/444fe6ac-f7e6-47ae-acbb-3a50c39d9c6e.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/ff93375a-a8ea-4c44-9679-8b62ff51b9ef.jpg,cancer,0.801656855355098
../data/mri_dataset_brain_cancer_oc/sans_label/95be2f40-afeb-4e3a-96e0-81951a7f3a14.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/01274f5e-3064-4efd-af4b-38e164188c31.jpg,cancer,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/0b95d2b0-db4a-4f15-a620-032b1b40cbea.jpg,cancer,0.778
../data/mri_dataset_brain_cancer_oc/sans_label/de1c68e5-fbc2-48a4-a19f-c5c8905b9b24.jpg,normal,0.84
../data/mri_dataset_brain_cancer_oc/sans_label/f87f69f7-91a0-45b8-a790-911e3879f174.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/5cfffb87-69c7-43fe-beff-bd68faf57a4c.jpg,cancer,0.838
../data/mri_dataset_brain_cancer_oc/sans_label/2433d50c-ce05-4641-8db6-515a8a1bf78e.jpg,cancer,0.7827413569976642
../data/mri_dataset_brain_cancer_oc/sans_label/ecb564c0-9102-4916-82c5-823bf4d7ac33.jpg,cancer,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/b5a05df2-50ea-435b-8946-f4ba1bb1d9ac.jpg,normal,0.792
../data/mri_dataset_brain_cancer_oc/sans_label/53af10d9-bad5-48ff-ba27-f26153fb11a1.jpg,cancer,0.83
../data/mri_dataset_brain_cancer_oc/sans_label/09f30dac-5d5f-42bd-b9b9-43befa636dfd.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/e3821332-345c-4d90-a70f-4d7e459569dd.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/7c25b873-3b45-4507-8975-3358d52e8acc.jpg,cancer,0.7586406721375623
../data/mri_dataset_brain_cancer_oc/sans_label/6d2dd6dd-cb52-449f-b878-be06d24c6f45.jpg,normal,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/a7229906-e5cd-4ae0-9762-f12dbf1a65c7.jpg,normal,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/ea6aaf17-9aec-4254-a5aa-a90e6866751f.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/cdab3f1d-500d-42ac-9607-eff2574279ea.jpg,normal,0.812
../data/mri_dataset_brain_cancer_oc/sans_label/1447c990-df09-44f9-bbc6-a8e4ec3e7c33.jpg,cancer,0.816
../data/mri_dataset_brain_cancer_oc/sans_label/39adbd1c-e78f-4e0f-97e6-af1cdbbe8789.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/d6a73655-128d-4625-ab70-ab7efad2e6a0.jpg,cancer,0.8113879254689759
../data/mri_dataset_brain_cancer_oc/sans_label/3131e231-a5f8-4a5d-99e2-166cd2bc6122.jpg,cancer,0.762
../data/mri_dataset_brain_cancer_oc/sans_label/8e4d9f11-5d50-4942-98f8-50458fd0974c.jpg,normal,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/49a9090d-d087-46e5-9309-8a6ba68df5cb.jpg,normal,0.796
../data/mri_dataset_brain_cancer_oc/sans_label/3f344776-95e6-403b-9624-08234c01d2c2.jpg,cancer,0.7995545832719009
../data/mri_dataset_brain_cancer_oc/sans_label/dba564f3-2f3a-416a-ae6b-f9716549c9ef.jpg,cancer,0.8071790320058696
../data/mri_dataset_brain_cancer_oc/sans_label/57baf15b-026f-49e4-8fe5-0b46802abba3.jpg,cancer,0.818
../data/mri_dataset_brain_cancer_oc/sans_label/f6e3df92-dfef-4c23-af5c-26994759f219.jpg,normal,0.766
../data/mri_dataset_brain_cancer_oc/sans_label/6d2bc111-d038-4d58-9fab-207791cf729b.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/f58c647d-4a84-49d9-8ad7-c98981da914d.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/4b1c65e8-d1c8-46d2-a32f-f47da2f7b33e.jpg,cancer,0.772
../data/mri_dataset_brain_cancer_oc/sans_label/e596b9ee-1cc4-4bac-944f-fc380a5b924a.jpg,normal,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/76942237-22f7-472b-9bb1-ce4543ac5013.jpg,cancer,0.868
../data/mri_dataset_brain_cancer_oc/sans_label/5f37b3dc-0a43-4369-9921-95d1c9aae781.jpg,cancer,0.748
../data/mri_dataset_brain_cancer_oc/sans_label/00e9e198-79de-47ab-9f4e-7b76152324bb.jpg,cancer,0.78
../data/mri_dataset_brain_cancer_oc/sans_label/e3740498-dab1-4a62-b093-a667c738b6bb.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/efb81603-c141-472b-98de-fcde557bd1dd.jpg,cancer,0.786
../data/mri_dataset_brain_cancer_oc/sans_label/f5b50212-f975-4a37-afa5-032b2a003298.jpg,normal,0.892
../data/mri_dataset_brain_cancer_oc/sans_label/fb81733b-ea25-4003-80c7-7e162a731331.jpg,cancer,0.75
../data/mri_dataset_brain_cancer_oc/sans_label/1e7b48e7-c206-4428-ad08-20dc11a6b5a5.jpg,normal,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/5ffa1008-2645-4ca8-be18-8802c305e59a.jpg,cancer,0.788
../data/mri_dataset_brain_cancer_oc/sans_label/2e0fca33-43ed-4b12-b24e-3d232e89c380.jpg,normal,0.792
../data/mri_dataset_brain_cancer_oc/sans_label/e0b8c2ee-5521-4b40-8196-5ae4dee04737.jpg,normal,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/798a5120-38eb-4f40-848e-cda877acaa9e.jpg,cancer,0.824
../data/mri_dataset_brain_cancer_oc/sans_label/bc64bb6f-65e9-4ad6-99e1-525c0052948b.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/781965e8-8a71-434a-931c-a9c2a550570c.jpg,cancer,0.81
../data/mri_dataset_brain_cancer_oc/sans_label/c2dc7b24-dcc4-46da-a400-8f5f733a2bb9.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/ea40a05f-f03c-4923-aa49-11b27e3e9d57.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/a32947a4-5d48-47b3-ac14-29dc8810e9c0.jpg,normal,0.9299999999999999
../data/mri_dataset_brain_cancer_oc/sans_label/3d793a95-4fa0-4cd9-8017-0dd7e5fd1d20.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/895361c0-ffa8-4152-b0d0-53935ac35a88.jpg,cancer,0.788
../data/mri_dataset_brain_cancer_oc/sans_label/4e485909-c17c-473b-a216-2ff0609db39f.jpg,normal,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/e7f5be64-b2c8-4a5d-887b-30525048c54f.jpg,normal,0.836
../data/mri_dataset_brain_cancer_oc/sans_label/c3548ce6-14fd-4747-99d2-a498ec2a89dc.jpg,normal,0.866
../data/mri_dataset_brain_cancer_oc/sans_label/df677e2c-cf70-4a66-8c01-53bf805c8956.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/4167f137-70aa-4295-9237-e6f3d8ddec87.jpg,cancer,0.71
../data/mri_dataset_brain_cancer_oc/sans_label/5343b736-574c-4a8b-8a26-606a727a3ba2.jpg,cancer,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/8aff78cb-bf70-4b9a-85cd-4b1036ba22cc.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/d1285cba-dad1-4341-98a3-adad89f59293.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/140df938-9d81-4fd3-806b-2b429eeb54cc.jpg,cancer,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/87f7365b-7192-4eac-bd2e-37068ee8cdb7.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/cc418ab8-4267-43b1-85ca-00462bc8ff27.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/0a2bf85c-5b87-4069-8d47-059594d7fe95.jpg,cancer,0.796
../data/mri_dataset_brain_cancer_oc/sans_label/ecdd85a0-adc9-4db5-acb5-23c4b010ead1.jpg,normal,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/3fd266be-c678-4720-a098-e03acdd357ec.jpg,cancer,0.822
../data/mri_dataset_brain_cancer_oc/sans_label/c54fb914-ea29-4755-a55a-80694f6e12c2.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/487ce1da-e303-4e8d-bcc4-9e857ad7b982.jpg,cancer,0.844
../data/mri_dataset_brain_cancer_oc/sans_label/17a51238-6b2e-4a63-9fa4-232fc89bf6a5.jpg,cancer,0.858
../data/mri_dataset_brain_cancer_oc/sans_label/5d54c255-27b9-4656-9450-b0482579555a.jpg,normal,0.806
../data/mri_dataset_brain_cancer_oc/sans_label/e85b1c50-29ad-4392-ac27-7fb2fc6787d7.jpg,cancer,0.812
../data/mri_dataset_brain_cancer_oc/sans_label/d134e654-ec17-49ae-8f06-386e65e0035f.jpg,cancer,0.91
../data/mri_dataset_brain_cancer_oc/sans_label/0b1c07b9-ac3e-4107-8832-5399525f3b1f.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/3274a331-b75d-4a2d-98ef-9a479a6c0bb4.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/43e52669-bf1e-468a-a962-e2cb5b258314.jpg,cancer,0.7707792041185976
../data/mri_dataset_brain_cancer_oc/sans_label/927db685-b584-4440-b776-5be4edc3ce47.jpg,normal,0.8200000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/fdb0e481-28f5-44c5-bda7-21651af175cf.jpg,normal,0.886
../data/mri_dataset_brain_cancer_oc/sans_label/66d4bf2b-0482-4db4-885e-89572cb5fc98.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/8f8c56f6-cedd-4112-b2bc-d9e1709500f9.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/344323e8-0de6-4be6-96c8-8500ac8cc99a.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/5aafb393-a10b-430e-b1eb-5a86947c4395.jpg,cancer,0.754
../data/mri_dataset_brain_cancer_oc/sans_label/68974c00-5555-4cda-907f-fa19e2ebba1d.jpg,normal,0.804
../data/mri_dataset_brain_cancer_oc/sans_label/b3183347-7366-4e1f-b1ea-963ff647d59c.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/eeb3d054-1112-4072-af58-8311d03fdba6.jpg,cancer,0.7647069112804784
../data/mri_dataset_brain_cancer_oc/sans_label/d4f8cf82-b040-4ed7-b166-5a13d18de163.jpg,cancer,0.786
../data/mri_dataset_brain_cancer_oc/sans_label/ed88b3db-1d6c-44c5-9e08-30c4a040910c.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/ea7cd9df-e4e5-42d8-926b-7fa218c92918.jpg,cancer,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/d34bebae-f6e3-4909-87c9-005a6a769642.jpg,cancer,0.81
../data/mri_dataset_brain_cancer_oc/sans_label/f825d461-7eb0-4bed-b0e3-f0c0ebde2cd5.jpg,normal,0.804
../data/mri_dataset_brain_cancer_oc/sans_label/7748b371-a3ee-4659-8979-c941e99d0094.jpg,cancer,0.714
../data/mri_dataset_brain_cancer_oc/sans_label/1194593c-7ccd-4bbd-bbec-fd08b75afe1e.jpg,cancer,0.736
../data/mri_dataset_brain_cancer_oc/sans_label/914a70d9-40db-41d8-ab37-0532ceeee264.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/76a872d5-952d-4aac-863e-0403e82e1448.jpg,cancer,0.816
../data/mri_dataset_brain_cancer_oc/sans_label/25e31a25-25eb-4c22-a414-0fb8eae6cf09.jpg,cancer,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/d1459a4b-d693-41dd-84b1-743482796c97.jpg,normal,0.8180000000000001
../data/mri_dataset_brain_cancer_oc/sans_label/40077be9-cf60-4d6c-a01b-6de6bb7cf4c1.jpg,cancer,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/1a308b44-87af-4ff2-8b88-da32c6df05af.jpg,cancer,0.772
../data/mri_dataset_brain_cancer_oc/sans_label/f8dda423-2779-4a01-a985-b8f09bcb0c01.jpg,normal,0.892
../data/mri_dataset_brain_cancer_oc/sans_label/e6a1fd23-d912-4365-be9f-94f1d863566d.jpg,cancer,0.788
../data/mri_dataset_brain_cancer_oc/sans_label/9238593a-ba0b-440f-b966-682605fe76ac.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/dd5f74ca-1881-4834-9908-477097ed8e20.jpg,cancer,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/a3625935-0405-40a2-b406-1c412fffc7f3.jpg,normal,0.842
../data/mri_dataset_brain_cancer_oc/sans_label/6d76f746-5892-4047-baf4-f10e04f666b0.jpg,cancer,0.712
../data/mri_dataset_brain_cancer_oc/sans_label/d6e6492e-d3f2-4799-89fb-9582ad25c7be.jpg,cancer,0.8175469044626191
../data/mri_dataset_brain_cancer_oc/sans_label/f44bf673-7385-48e9-90c1-7a154bbf27f7.jpg,cancer,0.772
../data/mri_dataset_brain_cancer_oc/sans_label/15127f32-b7fc-4c5a-9721-c885bfedef71.jpg,normal,0.726
../data/mri_dataset_brain_cancer_oc/sans_label/cf3c52af-5549-4f92-a57e-46de32e14e82.jpg,cancer,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/c2a80dba-936c-4924-9f26-6de0e9aa082f.jpg,normal,0.808
../data/mri_dataset_brain_cancer_oc/sans_label/6e7f4ce7-00f4-43be-8bbf-299d79968dcd.jpg,cancer,0.802
../data/mri_dataset_brain_cancer_oc/sans_label/3a0ffe76-2d79-4426-bb1c-e3ae39ef3c03.jpg,cancer,0.77
../data/mri_dataset_brain_cancer_oc/sans_label/13a6b485-3471-4a4d-b3bd-0d26e374938d.jpg,cancer,0.8
../data/mri_dataset_brain_cancer_oc/sans_label/92f7087b-c5ca-46f8-9f12-72ae7b6a438c.jpg,cancer,0.828
../data/mri_dataset_brain_cancer_oc/sans_label/f2f97064-fd8d-4147-95cd-a180cfcfb913.jpg,normal,0.786
../data/mri_dataset_brain_cancer_oc/sans_label/b1599906-a75f-4f7c-9194-aef5ac307a98.jpg,cancer,0.774
../data/mri_dataset_brain_cancer_oc/sans_label/05e808fc-a00c-4f1e-9682-1f73915f6902.jpg,cancer,0.79
../data/mri_dataset_brain_cancer_oc/sans_label/b6a367ea-90ef-4608-8cc4-25d6480f2316.jpg,normal,0.868
../data/mri_dataset_brain_cancer_oc/sans_label/8162c9e5-bae6-4c9c-8091-2e78b1d15cbf.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/379370a3-44c0-419c-941f-dd99692e70e2.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/c65e4953-4a81-4bc5-a85c-57d57704e3be.jpg,cancer,0.716
../data/mri_dataset_brain_cancer_oc/sans_label/131400bc-ac37-42f8-9e8a-f96e5deae7d5.jpg,cancer,0.73
../data/mri_dataset_brain_cancer_oc/sans_label/72ad582f-9c85-4ec4-8d90-8d0106b0c87c.jpg,normal,0.844
../data/mri_dataset_brain_cancer_oc/sans_label/07ee903a-9246-4463-8250-6cd90eeaf08c.jpg,cancer,0.768
../data/mri_dataset_brain_cancer_oc/sans_label/4940c0e4-2564-446d-a31e-49730bace275.jpg,normal,0.73
../data/mri_dataset_brain_cancer_oc/sans_label/9910a342-b82a-40e3-af17-13e22971b18f.jpg,normal,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/1dd22de5-a53a-4697-a3b0-9f24f35fa7e9.jpg,normal,0.89
../data/mri_dataset_brain_cancer_oc/sans_label/fb6a7301-59d7-4e59-a351-093cf585b713.jpg,cancer,0.702
../data/mri_dataset_brain_cancer_oc/sans_label/254784f6-116e-4b70-a5b3-44e924817123.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/bbf13c98-7160-4557-8f5a-d00dfa44f1c1.jpg,cancer,0.703771796506459
../data/mri_dataset_brain_cancer_oc/sans_label/be6b6d40-5b6f-4159-888d-4bdcf9b0ba5b.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/6691bbb0-a19f-4ac0-abb6-5614543e173e.jpg,normal,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/cb52c430-69e8-4b42-af50-d061c9416841.jpg,cancer,0.732
../data/mri_dataset_brain_cancer_oc/sans_label/5d9c556c-ccf4-4960-a0c4-3fd6a3043fac.jpg,cancer,0.7121742364971739
../data/mri_dataset_brain_cancer_oc/sans_label/009e9d31-9f37-4d97-a941-81501294c403.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/bed6e12c-2ea8-4b3e-a59e-cf36fe96e463.jpg,cancer,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/356d690f-490f-45e0-8eef-70159517d826.jpg,cancer,0.856
../data/mri_dataset_brain_cancer_oc/sans_label/ddf0c26b-3f44-422a-b2b4-b20ad5730424.jpg,cancer,0.83
../data/mri_dataset_brain_cancer_oc/sans_label/4d16f5d0-bb48-4571-a231-ed67a5d6dd5e.jpg,cancer,0.734
../data/mri_dataset_brain_cancer_oc/sans_label/c51b239d-ea9f-4e39-851d-3d31c378e1c9.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/2836c6e4-a50e-4f96-a057-33405b18de0d.jpg,cancer,0.718
../data/mri_dataset_brain_cancer_oc/sans_label/47abe1b3-9a05-4d39-bae6-f3287dfffa60.jpg,cancer,0.76
../data/mri_dataset_brain_cancer_oc/sans_label/24e82706-723d-419a-8f93-519ebabbd8a4.jpg,normal,0.758
../data/mri_dataset_brain_cancer_oc/sans_label/e6c71dca-2fbf-4534-8003-b007d6d2f01f.jpg,cancer,0.744
../data/mri_dataset_brain_cancer_oc/sans_label/3058ed0b-2e00-4383-9cb6-8d425be1d69b.jpg,normal,0.7
../data/mri_dataset_brain_cancer_oc/sans_label/beab9b35-c1b2-4ad0-90f5-41c773f135ff.jpg,normal,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/243243ad-a8e1-4761-9800-6d32fb4cdfe6.jpg,cancer,0.792
../data/mri_dataset_brain_cancer_oc/sans_label/bfe2c7a0-03d8-4981-ae18-b7ee0130bc11.jpg,normal,0.724
../data/mri_dataset_brain_cancer_oc/sans_label/a2e9256e-b213-43b2-a4b2-846c181ab7ae.jpg,cancer,0.806
../data/mri_dataset_brain_cancer_oc/sans_label/cebb51d7-8c39-48fa-bb82-0d76501be768.jpg,cancer,0.74
../data/mri_dataset_brain_cancer_oc/sans_label/bd823626-a1df-46de-9e4a-f93c6b12600d.jpg,cancer,0.746
../data/mri_dataset_brain_cancer_oc/sans_label/0a592d17-b235-4d1f-950d-c90598e5d19e.jpg,cancer,0.752
../data/mri_dataset_brain_cancer_oc/sans_label/be13c534-5a49-4a6f-abed-0ee6d43b8168.jpg,cancer,0.778
../data/mri_dataset_brain_cancer_oc/sans_label/e998d78e-42b9-44c4-b7ea-0b4cbe6b250d.jpg,cancer,0.766
../data/mri_dataset_brain_cancer_oc/sans_label/ed1fea6a-ba35-471e-963e-05ee5d67fd63.jpg,cancer,0.71
../data/mri_dataset_brain_cancer_oc/sans_label/e7b6d77b-bc2b-4eaf-9037-9cf275ce5a48.jpg,cancer,0.704
../data/mri_dataset_brain_cancer_oc/sans_label/33a6d838-67db-4ad2-a67a-b4d4b641ec8a.jpg,cancer,0.756
../data/mri_dataset_brain_cancer_oc/sans_label/c4d9b988-8e7d-4f8c-9f67-d34f275a1c41.jpg,cancer,0.816
../data/mri_dataset_brain_cancer_oc/sans_label/e974d081-5f30-4a37-ae0c-560a40a3d3b6.jpg,cancer,0.708
../data/mri_dataset_brain_cancer_oc/sans_label/eebd905c-ee0f-44aa-a33f-fea3fab843a0.jpg,normal,0.908
../data/mri_dataset_brain_cancer_oc/sans_label/30f4d898-458b-420e-b687-9fd4a12eedcc.jpg,normal,0.81
../data/mri_dataset_brain_cancer_oc/sans_label/b791695b-ae90-4bf2-a21f-49f50473d757.jpg,cancer,0.72
../data/mri_dataset_brain_cancer_oc/sans_label/61573140-5d9f-4678-96d9-2edd5b17cfe5.jpg,cancer,0.784
../data/mri_dataset_brain_cancer_oc/sans_label/e9f6d279-0737-4ea3-b13c-59ff52bf016d.jpg,cancer,0.878
../data/mri_dataset_brain_cancer_oc/sans_label/17a0afbb-f7eb-415b-a909-14d625a20c49.jpg,cancer,0.79
../data/mri_dataset_brain_cancer_oc/sans_label/ee751cc3-cfee-4744-9f2d-16b177562ec1.jpg,cancer,0.722
../data/mri_dataset_brain_cancer_oc/sans_label/391fa099-33ae-4f27-bbbc-248f072a9373.jpg,cancer,0.712
