chemin,pseudo_label_candidat,confiance_min,accord_3_modeles
../data/mri_dataset_brain_cancer_oc/sans_label/de57e8f2-a210-4d05-bd94-bc19109592ac.jpg,cancer,0.5732705485196371,False
../data/mri_dataset_brain_cancer_oc/sans_label/9b2736c3-5b1b-45fd-ba9b-b1b64228e999.jpg,cancer,0.5738008633380484,False
../data/mri_dataset_brain_cancer_oc/sans_label/4f57aa56-f70c-40b1-bf05-e8b4b5a96665.jpg,normal,0.574,False
../data/mri_dataset_brain_cancer_oc/sans_label/5e0830ef-ca21-4640-9a17-5e696db5efa6.jpg,cancer,0.578,False
../data/mri_dataset_brain_cancer_oc/sans_label/1eb51839-c8dc-4410-a22f-548285e2ecdf.jpg,cancer,0.578,False
../data/mri_dataset_brain_cancer_oc/sans_label/4a84d005-84db-4ce5-81c1-ef1b39b9c219.jpg,cancer,0.5801565267295509,False
../data/mri_dataset_brain_cancer_oc/sans_label/141ef676-419a-4247-af1b-b5635821ba29.jpg,cancer,0.582,False
../data/mri_dataset_brain_cancer_oc/sans_label/57b499f8-f04b-4c6c-96ee-1ebf4eba5f12.jpg,cancer,0.584,False
../data/mri_dataset_brain_cancer_oc/sans_label/2376fe70-b559-4581-bb79-205dc68cb714.jpg,cancer,0.584,False
../data/mri_dataset_brain_cancer_oc/sans_label/6d6fe912-d114-48cd-8287-38fe3f715317.jpg,cancer,0.5859504216416006,False
../data/mri_dataset_brain_cancer_oc/sans_label/f7bd52a1-eeaf-4480-a85c-53bdaf755cff.jpg,cancer,0.586,False
../data/mri_dataset_brain_cancer_oc/sans_label/f9d0f331-0474-44b7-b06d-adebdf1b0d5b.jpg,cancer,0.586,False
../data/mri_dataset_brain_cancer_oc/sans_label/92100fd8-bdbd-49a3-bf65-3f66201a4f35.jpg,cancer,0.5871871954047488,False
../data/mri_dataset_brain_cancer_oc/sans_label/ec607df6-c21e-47c3-a8bd-bf381690cb7e.jpg,cancer,0.5885423270276497,False
../data/mri_dataset_brain_cancer_oc/sans_label/fe4454fb-f164-40a8-b7ec-dca240430694.jpg,cancer,0.59,False
../data/mri_dataset_brain_cancer_oc/sans_label/1e07b53a-7dff-496f-8e56-9ffbda1f3062.jpg,cancer,0.592,False
../data/mri_dataset_brain_cancer_oc/sans_label/b0f30a6c-a9d6-4918-8b79-d824fd5c5156.jpg,cancer,0.592,False
../data/mri_dataset_brain_cancer_oc/sans_label/d01ff5af-6826-4ccd-96d0-23ba9c87fece.jpg,normal,0.5921976106686111,False
../data/mri_dataset_brain_cancer_oc/sans_label/2430d4d6-160d-4b17-b479-6ba9a4181379.jpg,cancer,0.594,False
../data/mri_dataset_brain_cancer_oc/sans_label/55e65112-e914-4360-a2cb-3245bb02005a.jpg,cancer,0.5948684287781035,False
../data/mri_dataset_brain_cancer_oc/sans_label/f1917d55-39f9-4ed9-9e49-f65c7b15a875.jpg,cancer,0.5952649363250505,False
../data/mri_dataset_brain_cancer_oc/sans_label/611cdb80-2293-4ba6-8b32-7d2943a1bb17.jpg,cancer,0.596,False
../data/mri_dataset_brain_cancer_oc/sans_label/b46cabf0-ee01-4350-a395-b6f3f7965550.jpg,cancer,0.5972354657799285,False
../data/mri_dataset_brain_cancer_oc/sans_label/6088b0d9-038a-4ad4-9f1d-24c6ecc01080.jpg,cancer,0.598,False
../data/mri_dataset_brain_cancer_oc/sans_label/b653d469-6c8e-4ff9-b584-f0bb3c6de2f7.jpg,cancer,0.6,False
../data/mri_dataset_brain_cancer_oc/sans_label/11c78766-42e7-4fd3-b335-ec952c7825a3.jpg,cancer,0.602,False
../data/mri_dataset_brain_cancer_oc/sans_label/c7173cc9-2971-4803-9490-9d43481b70e4.jpg,cancer,0.602,False
../data/mri_dataset_brain_cancer_oc/sans_label/533b4415-879e-490c-b039-eb272938ba83.jpg,cancer,0.602,False
../data/mri_dataset_brain_cancer_oc/sans_label/57e77227-39fe-4d00-9419-a6cbdbc33e16.jpg,cancer,0.606,False
../data/mri_dataset_brain_cancer_oc/sans_label/06c78a2d-9a5c-4249-b2ea-a4b267021c70.jpg,cancer,0.6065169205301605,False
../data/mri_dataset_brain_cancer_oc/sans_label/4f5106a7-6369-43e6-88d8-d751965465ab.jpg,cancer,0.6066157935688682,False
../data/mri_dataset_brain_cancer_oc/sans_label/4545f8d2-4fb5-49c2-bb0d-eb2d5372e1f6.jpg,cancer,0.6092029130036645,False
../data/mri_dataset_brain_cancer_oc/sans_label/31cb7436-c933-4e01-a60a-d8e7ede8fe68.jpg,cancer,0.61,False
../data/mri_dataset_brain_cancer_oc/sans_label/227fd1b8-0717-4aad-839f-606c00e59b2c.jpg,cancer,0.61,False
../data/mri_dataset_brain_cancer_oc/sans_label/c50d1338-01bb-4862-aa2e-b4e009052b7b.jpg,cancer,0.6101381214891911,False
../data/mri_dataset_brain_cancer_oc/sans_label/ae368c7a-7dda-438c-ba8e-95be6df4180c.jpg,cancer,0.612,False
../data/mri_dataset_brain_cancer_oc/sans_label/f525c3c4-ade2-4726-916e-25b8e7a78ed3.jpg,cancer,0.6153352352263085,False
../data/mri_dataset_brain_cancer_oc/sans_label/c916fc23-28a8-46cd-baae-ba91c6413489.jpg,cancer,0.616,False
../data/mri_dataset_brain_cancer_oc/sans_label/96cbfc60-f9bc-46ca-846d-520ff6478db4.jpg,cancer,0.618,False
../data/mri_dataset_brain_cancer_oc/sans_label/56839f79-a382-40e1-854d-312d7e2e7c11.jpg,cancer,0.618,False
../data/mri_dataset_brain_cancer_oc/sans_label/096ae32e-065a-4a00-959a-e63b1b5c77d6.jpg,cancer,0.6233685127544801,False
../data/mri_dataset_brain_cancer_oc/sans_label/5f4659b2-668e-4f60-829f-b8157dcc15fd.jpg,cancer,0.626,False
../data/mri_dataset_brain_cancer_oc/sans_label/f9aed2f0-899f-4bc9-b915-85401fa29062.jpg,cancer,0.626,False
../data/mri_dataset_brain_cancer_oc/sans_label/52d8deef-b6a8-4772-8a02-be9a7f6b3741.jpg,cancer,0.6280793283683926,False
../data/mri_dataset_brain_cancer_oc/sans_label/74bd7e63-eb92-466d-9f81-e869f135e582.jpg,cancer,0.632,False
../data/mri_dataset_brain_cancer_oc/sans_label/a766a6c1-a58d-4e3e-a88d-dacbbb7fe49f.jpg,cancer,0.632,False
../data/mri_dataset_brain_cancer_oc/sans_label/53e9498b-de30-45f9-9653-768b3838b364.jpg,cancer,0.632,False
../data/mri_dataset_brain_cancer_oc/sans_label/356e6bfb-7450-4b8c-bbcd-a249aff5df0b.jpg,cancer,0.6323601168635992,False
../data/mri_dataset_brain_cancer_oc/sans_label/5a3b10ea-d871-4565-ab46-604e9903f3ee.jpg,cancer,0.633642453817576,False
../data/mri_dataset_brain_cancer_oc/sans_label/189fe672-dc1c-48b9-a4e7-aaa7ebee30f3.jpg,cancer,0.634,False
../data/mri_dataset_brain_cancer_oc/sans_label/c985dd7a-d3de-4c84-9266-953a930bd722.jpg,cancer,0.634,False
../data/mri_dataset_brain_cancer_oc/sans_label/bc95a8de-6cba-4948-8a6b-0a0f42e570aa.jpg,cancer,0.634,False
../data/mri_dataset_brain_cancer_oc/sans_label/bdb59569-ecb6-4ea4-8b48-7bbe75775ca4.jpg,cancer,0.64,False
../data/mri_dataset_brain_cancer_oc/sans_label/acb02192-02e1-437d-8c18-caee543a6a91.jpg,normal,0.6417577196576596,False
../data/mri_dataset_brain_cancer_oc/sans_label/7d566399-8a85-4fec-bb32-00e5bb3101ac.jpg,cancer,0.642,False
../data/mri_dataset_brain_cancer_oc/sans_label/7eefa981-4ca0-4fb1-b10c-ebb49db25b09.jpg,cancer,0.646,False
../data/mri_dataset_brain_cancer_oc/sans_label/ca1f5dd4-ad42-49c5-825e-403288d98532.jpg,cancer,0.648,False
../data/mri_dataset_brain_cancer_oc/sans_label/aff26bce-b891-41bc-9ee6-b296d8b76f59.jpg,cancer,0.65,False
../data/mri_dataset_brain_cancer_oc/sans_label/ae976992-00db-4566-8edd-e0813aecbdbf.jpg,cancer,0.652,False
../data/mri_dataset_brain_cancer_oc/sans_label/66c8ed25-12ad-4966-a78e-e03e2f2d1052.jpg,cancer,0.6524020829520645,False
../data/mri_dataset_brain_cancer_oc/sans_label/ef7ead73-4d2a-4c20-a056-5ded13f40bfd.jpg,cancer,0.654,False
../data/mri_dataset_brain_cancer_oc/sans_label/1f3e3789-04a9-4350-8b79-69adf73ce077.jpg,cancer,0.656,False
../data/mri_dataset_brain_cancer_oc/sans_label/01d1f0ed-5070-45a8-ad26-f8a95ebec98d.jpg,cancer,0.656,False
../data/mri_dataset_brain_cancer_oc/sans_label/59012ec2-6d1a-49b9-b7d2-91095e72f177.jpg,cancer,0.656,False
../data/mri_dataset_brain_cancer_oc/sans_label/c5dbb237-8720-48a0-8413-b4659a622100.jpg,cancer,0.66,False
../data/mri_dataset_brain_cancer_oc/sans_label/7288246b-195b-43ba-856b-0828c6a4909c.jpg,cancer,0.66,False
../data/mri_dataset_brain_cancer_oc/sans_label/61e529cd-243c-41a1-aab7-ad06eb8281bf.jpg,cancer,0.662,False
../data/mri_dataset_brain_cancer_oc/sans_label/bfbbb8e6-e856-4b37-a623-adc115a549d7.jpg,cancer,0.6636548322658645,False
../data/mri_dataset_brain_cancer_oc/sans_label/96dbf0e7-2219-4a39-b4f0-c6b8eab1f833.jpg,cancer,0.664,False
../data/mri_dataset_brain_cancer_oc/sans_label/f20fb1f7-b654-4f7e-81d9-6ffa24df7d19.jpg,cancer,0.668,False
../data/mri_dataset_brain_cancer_oc/sans_label/74b5792b-eaec-4c55-9826-fdcd98797ba0.jpg,cancer,0.6703386859661025,False
../data/mri_dataset_brain_cancer_oc/sans_label/1f43b1d5-d6fb-4da9-b952-153230b3d786.jpg,cancer,0.672,False
../data/mri_dataset_brain_cancer_oc/sans_label/a399a471-fd58-48b0-82a3-5eed99068570.jpg,cancer,0.672,False
../data/mri_dataset_brain_cancer_oc/sans_label/6bca183b-0362-40b7-9a0e-e87b8bf3f613.jpg,cancer,0.6740455447342053,False
../data/mri_dataset_brain_cancer_oc/sans_label/473788b6-9e8e-449e-82fe-c4f75c13ad96.jpg,cancer,0.6748692162882517,False
../data/mri_dataset_brain_cancer_oc/sans_label/2c2f3300-5848-4b58-a872-b46d7f8c9833.jpg,cancer,0.676,False
../data/mri_dataset_brain_cancer_oc/sans_label/31e15e3c-5481-462d-99cb-29091c42cab8.jpg,cancer,0.676,False
../data/mri_dataset_brain_cancer_oc/sans_label/0ff7db8a-f8c2-4038-ab40-1d21295598dd.jpg,cancer,0.68,False
../data/mri_dataset_brain_cancer_oc/sans_label/33a155f9-8a6b-44fc-a8ae-7113b07b8f91.jpg,cancer,0.68,False
../data/mri_dataset_brain_cancer_oc/sans_label/5c9fe812-4d0a-4c85-b58a-e2e47b731aec.jpg,cancer,0.688255883622818,False
../data/mri_dataset_brain_cancer_oc/sans_label/ed88b81e-bd84-4048-a38a-a59259f51dc2.jpg,cancer,0.69,False
../data/mri_dataset_brain_cancer_oc/sans_label/f5e0d8e5-d8be-4308-9584-808d88d6ae98.jpg,cancer,0.6924996393722969,False
../data/mri_dataset_brain_cancer_oc/sans_label/fb656613-7355-4508-ba32-7a633b9f3397.jpg,cancer,0.694,False
../data/mri_dataset_brain_cancer_oc/sans_label/d78d1699-60a9-4e5c-9e62-891e750cbab2.jpg,cancer,0.698,False
../data/mri_dataset_brain_cancer_oc/sans_label/6c2fefb9-b272-4ac9-ad8a-9ff7392fff20.jpg,cancer,0.708,False
../data/mri_dataset_brain_cancer_oc/sans_label/9d34d3c6-d14d-4c5d-b2dd-6798af15e3a1.jpg,cancer,0.708,False
../data/mri_dataset_brain_cancer_oc/sans_label/0e50ebae-64c8-4178-bca4-de37b348acdf.jpg,cancer,0.71,False
../data/mri_dataset_brain_cancer_oc/sans_label/ee6a4eb1-2297-45aa-a9d6-706a9dc84004.jpg,cancer,0.714,False
../data/mri_dataset_brain_cancer_oc/sans_label/363de948-eb0e-44f4-91dd-c2dc770cd908.jpg,cancer,0.714,False
../data/mri_dataset_brain_cancer_oc/sans_label/b84b03dd-e7ef-4279-b16e-8d15ed3dcf8d.jpg,cancer,0.728,False
../data/mri_dataset_brain_cancer_oc/sans_label/4dea203c-6caf-4232-a8d8-af8b1eb5b286.jpg,cancer,0.728,False
../data/mri_dataset_brain_cancer_oc/sans_label/8b9372c0-1cc2-4d55-b4cd-53cc82184050.jpg,cancer,0.768,False
../data/mri_dataset_brain_cancer_oc/sans_label/f4067a4d-8d5b-4823-9a3f-741fafc822c2.jpg,cancer,0.7750606325922226,False
../data/mri_dataset_brain_cancer_oc/sans_label/176911ef-fb4a-4bd2-b480-df63e7ef8ea7.jpg,normal,0.5,True
../data/mri_dataset_brain_cancer_oc/sans_label/27d67b82-affc-4e61-862d-6e2945bede3c.jpg,normal,0.5,True
../data/mri_dataset_brain_cancer_oc/sans_label/1ddf5fa5-9379-423f-b599-cd9c7e6aa42c.jpg,cancer,0.5005786239614749,True
../data/mri_dataset_brain_cancer_oc/sans_label/0d0ce970-cc7f-4ce2-8e42-65e259b5d2f7.jpg,normal,0.502,True
../data/mri_dataset_brain_cancer_oc/sans_label/c75f863f-2106-4c73-bc21-1730b4399373.jpg,normal,0.502,True
../data/mri_dataset_brain_cancer_oc/sans_label/2f4afc63-e538-4ff1-9171-cfec5ea3ac60.jpg,normal,0.504,True
../data/mri_dataset_brain_cancer_oc/sans_label/f2dd3eb8-320d-4e4a-b6d3-f76642ac654d.jpg,cancer,0.506,True
../data/mri_dataset_brain_cancer_oc/sans_label/ababc0c0-83f6-4a4a-93c6-ecc9600659f8.jpg,normal,0.508,True
../data/mri_dataset_brain_cancer_oc/sans_label/84edcdd6-224b-409c-a4f2-57754d14c097.jpg,normal,0.51,True
../data/mri_dataset_brain_cancer_oc/sans_label/8694ce78-284d-4e82-8c9e-9f90d1efd760.jpg,normal,0.51,True
../data/mri_dataset_brain_cancer_oc/sans_label/34540c92-4a23-4cfd-98ad-f3c6b3945f4d.jpg,cancer,0.5118176548216404,True
../data/mri_dataset_brain_cancer_oc/sans_label/7c7b10b9-fede-44f1-808d-691e4abf9501.jpg,cancer,0.5128196550708133,True
../data/mri_dataset_brain_cancer_oc/sans_label/214ae8cc-6d28-4f2a-8172-7023efb00d06.jpg,cancer,0.5132661923379429,True
../data/mri_dataset_brain_cancer_oc/sans_label/16d0e74d-62f5-40d8-8f2f-3ca4752c3203.jpg,normal,0.514,True
../data/mri_dataset_brain_cancer_oc/sans_label/b5b311b5-9264-4d34-a9a5-8952ecf727cb.jpg,normal,0.514,True
../data/mri_dataset_brain_cancer_oc/sans_label/e4cb8806-6b55-49e7-aec0-f98f96c7f1c1.jpg,normal,0.5152764207581203,True
../data/mri_dataset_brain_cancer_oc/sans_label/3efef3cf-866e-477d-8371-ce2de57bdb8b.jpg,normal,0.516,True
../data/mri_dataset_brain_cancer_oc/sans_label/e71917e5-06af-4d12-855f-1066bff881a6.jpg,normal,0.516,True
../data/mri_dataset_brain_cancer_oc/sans_label/7308f105-d60e-40a8-a0d2-6416566053ca.jpg,normal,0.52,True
../data/mri_dataset_brain_cancer_oc/sans_label/9c36dc3a-874d-4f12-957a-c5733f3ff4da.jpg,normal,0.52,True
../data/mri_dataset_brain_cancer_oc/sans_label/d2a035b7-4cf5-4a47-8e2c-b37344f54906.jpg,normal,0.5231022079766459,True
../data/mri_dataset_brain_cancer_oc/sans_label/4245d386-f23e-4f0e-b5e6-dc141da90edb.jpg,normal,0.5250958971205627,True
../data/mri_dataset_brain_cancer_oc/sans_label/85d9cafc-64f4-4588-8300-7ddfc00e90fd.jpg,normal,0.526,True
../data/mri_dataset_brain_cancer_oc/sans_label/99e3bd44-d147-4043-9e32-8f11baac22d2.jpg,cancer,0.5263517205398244,True
../data/mri_dataset_brain_cancer_oc/sans_label/d85589aa-43da-4a65-92e8-6a045c778104.jpg,cancer,0.5280771150457573,True
../data/mri_dataset_brain_cancer_oc/sans_label/70382eae-f4b4-4220-bc52-2efe97774b17.jpg,cancer,0.5292595336626337,True
../data/mri_dataset_brain_cancer_oc/sans_label/41b08a1e-2cff-48e3-a659-c0e1e658e7fc.jpg,cancer,0.5300732963579706,True
../data/mri_dataset_brain_cancer_oc/sans_label/8b1acb43-eab8-4657-966c-d34aeecae4af.jpg,cancer,0.5336783968101148,True
../data/mri_dataset_brain_cancer_oc/sans_label/1fa28180-7d76-4715-9775-331fc368a61b.jpg,normal,0.534,True
../data/mri_dataset_brain_cancer_oc/sans_label/aed7d082-bf4a-4f7b-bcac-437cb3453640.jpg,normal,0.5344219951372594,True
../data/mri_dataset_brain_cancer_oc/sans_label/9a5228be-dc9f-4d66-94df-38681337375a.jpg,cancer,0.5355620070593927,True
../data/mri_dataset_brain_cancer_oc/sans_label/65444b52-e69f-4a86-9a26-68ed2bf6addf.jpg,normal,0.538,True
../data/mri_dataset_brain_cancer_oc/sans_label/e8d7f610-23c8-4767-b9c3-05397f2e420c.jpg,normal,0.538,True
../data/mri_dataset_brain_cancer_oc/sans_label/2067808c-0990-433a-a8a1-b663f1a460b3.jpg,cancer,0.5427428135061545,True
../data/mri_dataset_brain_cancer_oc/sans_label/c74fcab6-8da1-4f76-b150-4c0ecfa45b3f.jpg,normal,0.544,True
../data/mri_dataset_brain_cancer_oc/sans_label/48707112-26c5-4351-ba2d-ea391da2c900.jpg,normal,0.546,True
../data/mri_dataset_brain_cancer_oc/sans_label/e46a0c90-ec2d-41e3-942d-15e749b5da98.jpg,normal,0.546,True
../data/mri_dataset_brain_cancer_oc/sans_label/91babbed-4478-424b-b2fa-65e9aeb3c48a.jpg,cancer,0.5460664868124353,True
../data/mri_dataset_brain_cancer_oc/sans_label/55938246-aacc-4725-8e13-59d3bfaaf974.jpg,normal,0.548,True
../data/mri_dataset_brain_cancer_oc/sans_label/b3db51cb-3433-4810-b386-623bf2b4a118.jpg,cancer,0.548910467921697,True
